hprodid,hprodname,genname,gencode,saltdesc,saltcode,formdesc,formcode,stredesc,strecode,unitdesc,unitcode,edl,pndf_classification,status,pprice,sprice,packcode,packdesc,mdrprice,mdrp_dateasof,price_indicator
DICY10000200184SYRUP00379BOTTL,DICYCLOVERINE (DICYCLOMINE) ( as HYDROCHLORIDE) 10 mg/5 mL SYRUP 30 mL BOTTLE,DICYCLOVERINE (DICYCLOMINE),DICY1,HYDROCHLORIDE,2,SYRUP,SYRUP,10 mg/5 mL,184,30 mL,379,,,,,,BOTTL,BOTTLE,,,
DICY10000200184SYRUP00469BOTTL,DICYCLOVERINE (DICYCLOMINE) ( as HYDROCHLORIDE) 10 mg/5 mL SYRUP 60 mL BOTTLE,DICYCLOVERINE (DICYCLOMINE),DICY1,HYDROCHLORIDE,2,SYRUP,SYRUP,10 mg/5 mL,184,60 mL,469,,,,,,BOTTL,BOTTLE,,,
DIDAN0000000004TAB490000000000,DIDANOSINE 200 mg TABLET,DIDANOSINE,DIDAN,,0,TABLET,TAB49,200 mg,4,,0,,,,,,0,,,,
DIDAN0000000015CAPSU0000000000,DIDANOSINE 250 mg CAPSULE,DIDANOSINE,DIDAN,,0,CAPSULE,CAPSU,250 mg,15,,0,,,,,,0,,,,
DIETH0000000139TAB490000000000,DIETHYLCARBAMAZINE 100 mg TABLET,DIETHYLCARBAMAZINE,DIETH,,0,TABLET,TAB49,100 mg,139,,0,,,,,,0,,,,
DIETH0000000050TAB490000000000,DIETHYLCARBAMAZINE 50 mg TABLET,DIETHYLCARBAMAZINE,DIETH,,0,TABLET,TAB49,50 mg,50,,0,,,,,,0,,,,
DIGOX0000000013TAB490000000000,DIGOXIN 250 mcg TABLET,DIGOXIN,DIGOX,,0,TABLET,TAB49,250 mcg,13,,0,,,,,,0,,,,
DIGOX0000000771SOL3200361AMPUL,DIGOXIN 250 mcg/mL SOLUTION 2 mL AMPULE,DIGOXIN,DIGOX,,0,SOLUTION,SOL32,250 mcg/mL,771,2 mL,361,,,,,,AMPUL,AMPULE,,,
DIGOX0000000615SOL3200469ELI01,DIGOXIN 50 mcg/mL SOLUTION 60 mL ELIXIR,DIGOXIN,DIGOX,,0,SOLUTION,SOL32,50 mcg/mL,615,60 mL,469,,,,,,ELI01,ELIXIR,,,
DILOX0002500209SYRUP00379BOTTL,DILOXANIDE ( as FUROATE) 125 mg/5 mL SYRUP 30 mL BOTTLE,DILOXANIDE,DILOX,FUROATE,25,SYRUP,SYRUP,125 mg/5 mL,209,30 mL,379,,,,,,BOTTL,BOTTLE,,,
DILOX0002500209SYRUP00469BOTTL,DILOXANIDE ( as FUROATE) 125 mg/5 mL SYRUP 60 mL BOTTLE,DILOXANIDE,DILOX,FUROATE,25,SYRUP,SYRUP,125 mg/5 mL,209,60 mL,469,,,,,,BOTTL,BOTTLE,,,
DILOX0002500047TAB490000000000,DILOXANIDE ( as FUROATE) 500 mg TABLET,DILOXANIDE,DILOX,FUROATE,25,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
DILTI0000200199CAPSU0000000000,DILTIAZEM ( as HYDROCHLORIDE) 120 mg CAPSULE,DILTIAZEM,DILTI,HYDROCHLORIDE,2,CAPSULE,CAPSU,120 mg,199,,0,,,,,,0,,,,
DILTI0000200199TAB490000000000,DILTIAZEM ( as HYDROCHLORIDE) 120 mg TABLET,DILTIAZEM,DILTI,HYDROCHLORIDE,2,TABLET,TAB49,120 mg,199,,0,,,,,,0,,,,
DILTI0000200236CAPSU0000000000,DILTIAZEM ( as HYDROCHLORIDE) 180 mg CAPSULE,DILTIAZEM,DILTI,HYDROCHLORIDE,2,CAPSULE,CAPSU,180 mg,236,,0,,,,,,0,,,,
DILTI0000200236TAB490000000000,DILTIAZEM ( as HYDROCHLORIDE) 180 mg TABLET,DILTIAZEM,DILTI,HYDROCHLORIDE,2,TABLET,TAB49,180 mg,236,,0,,,,,,0,,,,
DILTI0000200321CAPSU0000000000,DILTIAZEM ( as HYDROCHLORIDE) 240 mg CAPSULE,DILTIAZEM,DILTI,HYDROCHLORIDE,2,CAPSULE,CAPSU,240 mg,321,,0,,,,,,0,,,,
DILTI0000200031TAB490000000000,DILTIAZEM ( as HYDROCHLORIDE) 30 mg TABLET,DILTIAZEM,DILTI,HYDROCHLORIDE,2,TABLET,TAB49,30 mg,31,,0,,,,,,0,,,,
DILTI0000200062CAPSU0000000000,DILTIAZEM ( as HYDROCHLORIDE) 60 mg CAPSULE,DILTIAZEM,DILTI,HYDROCHLORIDE,2,CAPSULE,CAPSU,60 mg,62,,0,,,,,,0,,,,
DILTI0000200062TAB490000000000,DILTIAZEM ( as HYDROCHLORIDE) 60 mg TABLET,DILTIAZEM,DILTI,HYDROCHLORIDE,2,TABLET,TAB49,60 mg,62,,0,,,,,,0,,,,
DILTI0000200503CAPSU0000000000,DILTIAZEM ( as HYDROCHLORIDE) 90 mg CAPSULE,DILTIAZEM,DILTI,HYDROCHLORIDE,2,CAPSULE,CAPSU,90 mg,503,,0,,,,,,0,,,,
DILTI0000200503TAB490000000000,DILTIAZEM ( as HYDROCHLORIDE) 90 mg TABLET,DILTIAZEM,DILTI,HYDROCHLORIDE,2,TABLET,TAB49,90 mg,503,,0,,,,,,0,,,,
DIMEG0000000719SOL3200195VIALX,DIMEGLUMINE GADOPENTETATE 469 mg/mL SOLUTION 10 mL VIAL,DIMEGLUMINE GADOPENTETATE,DIMEG,,0,SOLUTION,SOL32,469 mg/mL,719,10 mL,195,,,,,,VIALX,VIAL,,,
DIMEG0000000719SOL3200231VIALX,DIMEGLUMINE GADOPENTETATE 469 mg/mL SOLUTION 15 mL VIAL,DIMEGLUMINE GADOPENTETATE,DIMEG,,0,SOLUTION,SOL32,469 mg/mL,719,15 mL,231,,,,,,VIALX,VIAL,,,
DIMEG0000000719SOL3200011VIALX,DIMEGLUMINE GADOPENTETATE 469 mg/mL SOLUTION 20 mL VIAL,DIMEGLUMINE GADOPENTETATE,DIMEG,,0,SOLUTION,SOL32,469 mg/mL,719,20 mL,11,,,,,,VIALX,VIAL,,,
DIMEG0000000719SOL3200060VIALX,DIMEGLUMINE GADOPENTETATE 469 mg/mL SOLUTION 5 mL VIAL,DIMEGLUMINE GADOPENTETATE,DIMEG,,0,SOLUTION,SOL32,469 mg/mL,719,5 mL,60,,,,,,VIALX,VIAL,,,
DIMER0000000851SOL3200361AMPUL,DIMERCAPROL 50 mg/mL SOLUTION 2 mL AMPULE,DIMERCAPROL,DIMER,,0,SOLUTION,SOL32,50 mg/mL,851,2 mL,361,,,,,,AMPUL,AMPULE,,,
DIME10000000142SOL3200516AMPUL,DIMERCAPTOPROPANE SULFONATE (DMPS) 100 mg/ml SOLUTION 1 mL AMPULE,DIMERCAPTOPROPANE SULFONATE (DMPS),DIME1,,0,SOLUTION,SOL32,100 mg/ml,142,1 mL,516,,,,,,AMPUL,AMPULE,,,
DIME10000000142SOL3200195VIALX,DIMERCAPTOPROPANE SULFONATE (DMPS) 100 mg/ml SOLUTION 10 mL VIAL,DIMERCAPTOPROPANE SULFONATE (DMPS),DIME1,,0,SOLUTION,SOL32,100 mg/ml,142,10 mL,195,,,,,,VIALX,VIAL,,,
DIPH50000200197SYRUP00469BOTTL,DIPHENHYDRAMINE ( as HYDROCHLORIDE) 12.5 mg/ 5 mL SYRUP 60 mL BOTTLE,DIPHENHYDRAMINE,DIPH5,HYDROCHLORIDE,2,SYRUP,SYRUP,12.5 mg/ 5 mL,197,60 mL,469,,,,,,BOTTL,BOTTLE,,,
DIPH50000200725SYRUP00201BOTTL,DIPHENHYDRAMINE ( as HYDROCHLORIDE) 12.5 mg/5 mL SYRUP 120 mL BOTTLE,DIPHENHYDRAMINE,DIPH5,HYDROCHLORIDE,2,SYRUP,SYRUP,12.5 mg/5 mL,725,120 mL,201,,,,,,BOTTL,BOTTLE,,,
DIPH50000000725SYRUP00379BOTTL,DIPHENHYDRAMINE 12.5 mg/5 mL SYRUP 30 mL BOTTLE,DIPHENHYDRAMINE,DIPH5,,0,SYRUP,SYRUP,12.5 mg/5 mL,725,30 mL,379,,,,,,BOTTL,BOTTLE,,,
DIPH50000200021CAPSU0000000000,DIPHENHYDRAMINE ( as HYDROCHLORIDE) 25 mg CAPSULE,DIPHENHYDRAMINE,DIPH5,HYDROCHLORIDE,2,CAPSULE,CAPSU,25 mg,21,,0,,,,,,0,,,,
DIPH50000200050CAPSU0000000000,DIPHENHYDRAMINE ( as HYDROCHLORIDE) 50 mg CAPSULE,DIPHENHYDRAMINE,DIPH5,HYDROCHLORIDE,2,CAPSULE,CAPSU,50 mg,50,,0,,,,,,0,,,,
DIPH50000200851SOL3200516AMPUL,DIPHENHYDRAMINE ( as HYDROCHLORIDE) 50 mg/mL SOLUTION 1 mL AMPULE,DIPHENHYDRAMINE,DIPH5,HYDROCHLORIDE,2,SOLUTION,SOL32,50 mg/mL,851,1 mL,516,,,,,,AMPUL,AMPULE,,,
DIPH50000200851SOL3200195VIALX,DIPHENHYDRAMINE ( as HYDROCHLORIDE) 50 mg/mL SOLUTION 10 mL VIAL,DIPHENHYDRAMINE,DIPH5,HYDROCHLORIDE,2,SOLUTION,SOL32,50 mg/mL,851,10 mL,195,,,,,,VIALX,VIAL,,,
DPH010000000094SOL3200000VIALX,"DIPHTHERIA, TETANUS, PERTUSSIS, HEPATITIS B RECOMBINANT AND HAEMOPHILUS INFLUENZA TYPE B (HIB) COMBINED VACCINE 0.5 mL SOLUTION VIAL","DIPHTHERIA, TETANUS, PERTUSSIS, HEPATITIS B RECOMBINANT AND HAEMOPHILUS INFLUENZA TYPE B (HIB) COMBINED VACCINE",DPH01,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,VIALX,VIAL,,,
DIPH10000000732SOL3200000AMPUL,DIPHTHERIA-TETANUS TOXOIDS (DT) 30 IU diphtheria toxoid + 40 IU tetanus toxoid per 0.5 mL SOLUTION AMPULE,DIPHTHERIA-TETANUS TOXOIDS (DT),DIPH1,,0,SOLUTION,SOL32,30 IU diphtheria toxoid + 40 IU tetanus toxoid per 0.5 mL,732,,0,,,,,,AMPUL,AMPULE,,,
DIPH20000000733SOL3200000AMPUL,DIPHTHERIA-TETANUS TOXOIDS (TD) 2 IU diphtheria toxoid + 20 IU tetanus toxoid SOLUTION AMPULE,DIPHTHERIA-TETANUS TOXOIDS (TD),DIPH2,,0,SOLUTION,SOL32,2 IU diphtheria toxoid + 20 IU tetanus toxoid,733,,0,,,,,,AMPUL,AMPULE,,,
DIPH30000000094SOL3200000PFS01,DIPHTHERIA-TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE 0.5 mL SOLUTION PRE-FILLED SYRINGE,DIPHTHERIA-TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DIPH3,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,PFS01,PRE-FILLED SYRINGE,,,
DIPH30000000094SOL3200000VIALX,DIPHTHERIA-TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE 0.5 mL SOLUTION VIAL,DIPHTHERIA-TETANUS TOXOIDS AND ACELLULAR PERTUSSIS VACCINE,DIPH3,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,VIALX,VIAL,,,
DIPH40000000094SOL3200000AMPUL,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP) 0.5 mL SOLUTION AMPULE,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP),DIPH4,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,AMPUL,AMPULE,,,
DIPH40000000094SOL3200000PFS01,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP) 0.5 mL SOLUTION PRE-FILLED SYRINGE,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP),DIPH4,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,PFS01,PRE-FILLED SYRINGE,,,
DIPH40000000094SOL3200195VIALX,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP) 0.5 mL SOLUTION 10 mL VIAL,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP),DIPH4,,0,SOLUTION,SOL32,0.5 mL,94,10 mL,195,,,,,,VIALX,VIAL,,,
DIPH40000000094SOL3200060VIALX,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP) 0.5 mL SOLUTION 5 mL VIAL,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP),DIPH4,,0,SOLUTION,SOL32,0.5 mL,94,5 mL,60,,,,,,VIALX,VIAL,,,
DIPH40000000094SOL3201392VIALX,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP) 0.5 mL SOLUTION 7.5 mL VIAL,DIPHTHERIA-TETANUS TOXOIDS AND PERTUSSIS VACCINE (DTP),DIPH4,,0,SOLUTION,SOL32,0.5 mL,94,7.5 mL,1392,,,,,,VIALX,VIAL,,,
DIPYR0000000021TAB490000000000,DIPYRIDAMOLE 25 mg TABLET,DIPYRIDAMOLE,DIPYR,,0,TABLET,TAB49,25 mg,21,,0,,,,,,0,,,,
DIPYR0000000050TAB490000000000,DIPYRIDAMOLE 50 mg TABLET,DIPYRIDAMOLE,DIPYR,,0,TABLET,TAB49,50 mg,50,,0,,,,,,0,,,,
DIPYR0000000065TAB490000000000,DIPYRIDAMOLE 75 mg TABLET,DIPYRIDAMOLE,DIPYR,,0,TABLET,TAB49,75 mg,65,,0,,,,,,0,,,,
DITHR0000000737OINTX01384TUB01,DITHRANOL 0.1% - 2% OINTMENT 50 g TUBE,DITHRANOL,DITHR,,0,OINTMENT,OINTX,0.1% - 2%,737,50 g,1384,,,,,,TUB01,TUBE,,,
DOBUT0000200261SUS1400020DPB01,DOBUTAMINE ( as HYDROCHLORIDE) 1 mg/mL SUSPENSION 250 mL D5W PRE-MIXED BOTTLE,DOBUTAMINE,DOBUT,HYDROCHLORIDE,2,SUSPENSION,SUS14,1 mg/mL,261,250 mL,20,,,,,,DPB01,D5W PRE-MIXED BOTTLE,,,
DOBUT0000200198SOL3200011VIALX,DOBUTAMINE ( as HYDROCHLORIDE) 12.5 mg/mL SOLUTION 20 mL VIAL,DOBUTAMINE,DOBUT,HYDROCHLORIDE,2,SOLUTION,SOL32,12.5 mg/mL,198,20 mL,11,,,,,,VIALX,VIAL,,,
DOBUT0000000357SOL3201400DPB01,DOBUTAMINE 2 mg/ml SOLUTION 250 mL D5W PRE-MIXED BOTTLE,DOBUTAMINE,DOBUT,,0,SOLUTION,SOL32,2 mg/ml,357,250 mL,1400,,,,,,DPB01,D5W PRE-MIXED BOTTLE,,,
DOBUT0000000414SOL3201400DPB01,DOBUTAMINE 4 mg/mL SOLUTION 250 mL D5W PRE-MIXED BOTTLE,DOBUTAMINE,DOBUT,,0,SOLUTION,SOL32,4 mg/mL,414,250 mL,1400,,,,,,DPB01,D5W PRE-MIXED BOTTLE,,,
DOBUT0000000851SOL3200060AMPUL,DOBUTAMINE 50 mg/mL SOLUTION 5 mL AMPULE,DOBUTAMINE,DOBUT,,0,SOLUTION,SOL32,50 mg/mL,851,5 mL,60,,,,,,AMPUL,AMPULE,,,
DOCET0000000194SOL3200361VIALX,DOCETAXEL 10 mg/mL SOLUTION 2 mL VIAL,DOCETAXEL,DOCET,,0,SOLUTION,SOL32,10 mg/mL,194,2 mL,361,,,,,,VIALX,VIAL,,,
DOCET0000000194SOL3201401VIALX,DOCETAXEL 10 mg/mL SOLUTION 8 mL VIAL,DOCETAXEL,DOCET,,0,SOLUTION,SOL32,10 mg/mL,194,8 mL,1401,,,,,,VIALX,VIAL,,,
DOCET0000000313SOL3200094VIALX,DOCETAXEL 20 mg/0.5 mL SOLUTION 0.5 mL VIAL,DOCETAXEL,DOCET,,0,SOLUTION,SOL32,20 mg/0.5 mL,313,0.5 mL,94,,,,,,VIALX,VIAL,,,
DOCET0000001199SOL3201402VIALX,DOCETAXEL 20 mg/mL SOLUTION 7 mL VIAL,DOCETAXEL,DOCET,,0,SOLUTION,SOL32,20 mg/mL,1199,7 mL,1402,,,,,,VIALX,VIAL,,,
DOCET0000000039SOL3200361VIALX,DOCETAXEL 40 mg/mL SOLUTION 2 mL VIAL,DOCETAXEL,DOCET,,0,SOLUTION,SOL32,40 mg/mL,39,2 mL,361,,,,,,VIALX,VIAL,,,
DOCET0000001200SOL3201402VIALX,DOCETAXEL 80 mg/4 mL SOLUTION 7 mL VIAL,DOCETAXEL,DOCET,,0,SOLUTION,SOL32,80 mg/4 mL,1200,7 mL,1402,,,,,,VIALX,VIAL,,,
DOMPE0000000261SUS1400379BOTTL,DOMPERIDONE 1 mg/mL SUSPENSION 30 mL BOTTLE,DOMPERIDONE,DOMPE,,0,SUSPENSION,SUS14,1 mg/mL,261,30 mL,379,,,,,,BOTTL,BOTTLE,,,
DOMPE0000000261SUS1400469BOTTL,DOMPERIDONE 1 mg/mL SUSPENSION 60 mL BOTTLE,DOMPERIDONE,DOMPE,,0,SUSPENSION,SUS14,1 mg/mL,261,60 mL,469,,,,,,BOTTL,BOTTLE,,,
DOMPE0000000069TAB490000000000,DOMPERIDONE 10 mg TABLET,DOMPERIDONE,DOMPE,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
DONEP0000000069TAB490000000000,DONEPEZIL HYDROCHLORIDE 10 mg TABLET,DONEPEZIL HYDROCHLORIDE,DONEP,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
DONEP0000000056TAB490000000000,DONEPEZIL HYDROCHLORIDE 5 mg TABLET,DONEPEZIL HYDROCHLORIDE,DONEP,,0,TABLET,TAB49,5 mg,56,,0,,,,,,0,,,,
DOPAM0000000123SUS1400020DPB01,DOPAMINE 1.6 mg/mL SUSPENSION 250 mL D5W PRE-MIXED BOTTLE,DOPAMINE,DOPAM,,0,SUSPENSION,SUS14,1.6 mg/mL,123,250 mL,20,,,,,,DPB01,D5W PRE-MIXED BOTTLE,,,
DOPAM0000201199SOL3200195AMPUL,DOPAMINE ( as HYDROCHLORIDE) 20 mg/mL SOLUTION 10 mL AMPULE,DOPAMINE,DOPAM,HYDROCHLORIDE,2,SOLUTION,SOL32,20 mg/mL,1199,10 mL,195,,,,,,AMPUL,AMPULE,,,
DOPAM0000201199SOL3200060AMPUL,DOPAMINE ( as HYDROCHLORIDE) 20 mg/mL SOLUTION 5 mL AMPULE,DOPAMINE,DOPAM,HYDROCHLORIDE,2,SOLUTION,SOL32,20 mg/mL,1199,5 mL,60,,,,,,AMPUL,AMPULE,,,
DOPAM0000200742SOL3200020DPB01,DOPAMINE ( as HYDROCHLORIDE) 3.2 mg/mL SOLUTION 250 mL D5W PRE-MIXED BOTTLE,DOPAMINE,DOPAM,HYDROCHLORIDE,2,SOLUTION,SOL32,3.2 mg/mL,742,250 mL,20,,,,,,DPB01,D5W PRE-MIXED BOTTLE,,,
DOPAM0000200039SOL3200060AMPUL,DOPAMINE ( as HYDROCHLORIDE) 40 mg/mL SOLUTION 5 mL AMPULE,DOPAMINE,DOPAM,HYDROCHLORIDE,2,SOLUTION,SOL32,40 mg/mL,39,5 mL,60,,,,,,AMPUL,AMPULE,,,
DOPAM0000200039SOL3200060VIALX,DOPAMINE ( as HYDROCHLORIDE) 40 mg/mL SOLUTION 5 mL VIAL,DOPAMINE,DOPAM,HYDROCHLORIDE,2,SOLUTION,SOL32,40 mg/mL,39,5 mL,60,,,,,,VIALX,VIAL,,,
DOPAM0000200741SOL3200060VIALX,DOPAMINE ( as HYDROCHLORIDE) 80 mg/mL SOLUTION 5 mL VIAL,DOPAMINE,DOPAM,HYDROCHLORIDE,2,SOLUTION,SOL32,80 mg/mL,741,5 mL,60,,,,,,VIALX,VIAL,,,
DOPAM0000000494SOL3200020DPB01,DOPAMINE 800 mcg/mL SOLUTION 250 mL D5W PRE-MIXED BOTTLE,DOPAMINE,DOPAM,,0,SOLUTION,SOL32,800 mcg/mL,494,250 mL,20,,,,,,DPB01,D5W PRE-MIXED BOTTLE,,,
DORZO0000201314EDS0100060VIALX,DORZOLAMIDE ( as HYDROCHLORIDE) 2% EYE DROPS SUSPENSION 5 mL VIAL,DORZOLAMIDE,DORZO,HYDROCHLORIDE,2,EYE DROPS SUSPENSION,EDS01,2%,1314,5 mL,60,,,,,,VIALX,VIAL,,,
DOXOR0000200000POW2700069VIALX,DOXORUBICIN ( as HYDROCHLORIDE) POWDER 10 mg VIAL,DOXORUBICIN,DOXOR,HYDROCHLORIDE,2,POWDER,POW27,,0,10 mg,69,,,,,,VIALX,VIAL,,,
DOXOR0000200357SOL3201375VIALX,DOXORUBICIN ( as HYDROCHLORIDE) 2 mg/ml SOLUTION 25 mL VIAL,DOXORUBICIN,DOXOR,HYDROCHLORIDE,2,SOLUTION,SOL32,2 mg/ml,357,25 mL,1375,,,,,,VIALX,VIAL,,,
DOXOR0000200357SOL3200060VIALX,DOXORUBICIN ( as HYDROCHLORIDE) 2 mg/ml SOLUTION 5 mL VIAL,DOXORUBICIN,DOXOR,HYDROCHLORIDE,2,SOLUTION,SOL32,2 mg/ml,357,5 mL,60,,,,,,VIALX,VIAL,,,
DOXOR0000200000POW2700050VIALX,DOXORUBICIN ( as HYDROCHLORIDE) POWDER 50 mg VIAL,DOXORUBICIN,DOXOR,HYDROCHLORIDE,2,POWDER,POW27,,0,50 mg,50,,,,,,VIALX,VIAL,,,
DOXYC0002700139CAPSU0000000000,DOXYCYCLINE ( as HYCLATE) 100 mg CAPSULE,DOXYCYCLINE,DOXYC,HYCLATE,27,CAPSULE,CAPSU,100 mg,139,,0,,,,,,0,,,,
DOXYC0002700050CAPSU0000000000,DOXYCYCLINE ( as HYCLATE) 50 mg CAPSULE,DOXYCYCLINE,DOXYC,HYCLATE,27,CAPSULE,CAPSU,50 mg,50,,0,,,,,,0,,,,
DTIB00000000000SOL3200094PFS01,DTAP + HIB SOLUTION 0.5 mL PRE-FILLED SYRINGE,DTAP + HIB,DTIB0,,0,SOLUTION,SOL32,,0,0.5 mL,94,,,,,,PFS01,PRE-FILLED SYRINGE,,,
DTPHB0000000000SOL3200094VIALX,DTP + HEPATITIS B VACCINE (RECOMBINANT) SOLUTION 0.5 mL VIAL,DTP + HEPATITIS B VACCINE (RECOMBINANT),DTPHB,,0,SOLUTION,SOL32,,0,0.5 mL,94,,,,,,VIALX,VIAL,,,
DTPHI0000000744SOL3200000VIALX,DTP + HIB 0.5 mL DTP diluent + 10 mcg Hib SOLUTION VIAL,DTP + HIB,DTPHI,,0,SOLUTION,SOL32,0.5 mL DTP diluent + 10 mcg Hib,744,,0,,,,,,VIALX,VIAL,,,
DTPI00000000745SOL3200000VIALX,DTP + INACTIVATED POLIO VACCINE 0.5 mL monodose SOLUTION VIAL,DTP + INACTIVATED POLIO VACCINE,DTPI0,,0,SOLUTION,SOL32,0.5 mL monodose,745,,0,,,,,,VIALX,VIAL,,,
DTPI00000000094SOL3200000PFS01,DTP + INACTIVATED POLIO VACCINE 0.5 mL SOLUTION PRE-FILLED SYRINGE,DTP + INACTIVATED POLIO VACCINE,DTPI0,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,PFS01,PRE-FILLED SYRINGE,,,
DTPIH0000000094SOL3200000PFS01,DTP + IPV + HIB 0.5 mL SOLUTION PRE-FILLED SYRINGE,DTP + IPV + HIB,DTPIH,,0,SOLUTION,SOL32,0.5 mL,94,,0,,,,,,PFS01,PRE-FILLED SYRINGE,,,
DYDRO0000000069TAB490000000000,DYDROGESTERONE 10 mg TABLET,DYDROGESTERONE,DYDRO,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
ECONA0000001062CREA300227TUB01,ECONAZOLE 1% CREAM 15 g TUBE,ECONAZOLE,ECONA,,0,CREAM,CREA3,1%,1062,15 g,227,,,,,,TUB01,TUBE,,,
ECONA0000001062CREA301393TUB01,ECONAZOLE 1% CREAM 3.5 g TUBE,ECONAZOLE,ECONA,,0,CREAM,CREA3,1%,1062,3.5 g,1393,,,,,,TUB01,TUBE,,,
ECONA0000001062CREA301398TUB01,ECONAZOLE 1% CREAM 450 g TUBE,ECONAZOLE,ECONA,,0,CREAM,CREA3,1%,1062,450 g,1398,,,,,,TUB01,TUBE,,,
ECONA0000000194SOL3200231BOTTL,ECONAZOLE 10 mg/mL SOLUTION 15 mL BOTTLE,ECONAZOLE,ECONA,,0,SOLUTION,SOL32,10 mg/mL,194,15 mL,231,,,,,,BOTTL,BOTTLE,,,
ECONA0000000194SOL3201375BOTTL,ECONAZOLE 10 mg/mL SOLUTION 25 mL BOTTLE,ECONAZOLE,ECONA,,0,SOLUTION,SOL32,10 mg/mL,194,25 mL,1375,,,,,,BOTTL,BOTTLE,,,
ECONA0000000000LOTI100195BOTTL,ECONAZOLE LOTION 10 mL BOTTLE,ECONAZOLE,ECONA,,0,LOTION,LOTI1,,0,10 mL,195,,,,,,BOTTL,BOTTLE,,,
ECONA0000000000SHAMX00195SAC01,ECONAZOLE SHAMPOO 10 mL SACHET,ECONAZOLE,ECONA,,0,SHAMPOO,SHAMX,,0,10 mL,195,,,,,,SAC01,SACHET,,,
ECONA0000000139OVULE0000000000,ECONAZOLE 100 mg OVULE,ECONAZOLE,ECONA,,0,OVULE,OVULE,100 mg,139,,0,,,,,,0,,,,
ECONA0000000000SHAMX00178BOTTL,ECONAZOLE SHAMPOO 100 mL BOTTLE,ECONAZOLE,ECONA,,0,SHAMPOO,SHAMX,,0,100 mL,178,,,,,,BOTTL,BOTTLE,,,
ECONA0000001314CREA301393TUB01,ECONAZOLE 2% CREAM 3.5 g TUBE,ECONAZOLE,ECONA,,0,CREAM,CREA3,2%,1314,3.5 g,1393,,,,,,TUB01,TUBE,,,
ECONA0000001314CREA301403TUB01,ECONAZOLE 2% CREAM 450 g TUBE,ECONAZOLE,ECONA,,0,CREAM,CREA3,2%,1314,450 g,1403,,,,,,TUB01,TUBE,,,
ECONA0000000028OVULE0000000000,ECONAZOLE 300 mg OVULE,ECONAZOLE,ECONA,,0,OVULE,OVULE,300 mg,28,,0,,,,,,0,,,,
ECONA0000000047OVULE0000000000,ECONAZOLE 500 mg OVULE,ECONAZOLE,ECONA,,0,OVULE,OVULE,500 mg,47,,0,,,,,,0,,,,
ECONA0000000000SHAMX00842SAC01,ECONAZOLE SHAMPOO 6 mL SACHET,ECONAZOLE,ECONA,,0,SHAMPOO,SHAMX,,0,6 mL,842,,,,,,SAC01,SACHET,,,
ECONA0000000000SHAMX00469BOTTL,ECONAZOLE SHAMPOO 60 mL BOTTLE,ECONAZOLE,ECONA,,0,SHAMPOO,SHAMX,,0,60 mL,469,,,,,,BOTTL,BOTTLE,,,
EDROP0001300194SOL3200516AMPUL,EDROPHONIUM ( as CHLORIDE) 10 mg/mL SOLUTION 1 mL AMPULE,EDROPHONIUM,EDROP,CHLORIDE,13,SOLUTION,SOL32,10 mg/mL,194,1 mL,516,,,,,,AMPUL,AMPULE,,,
EFA000000000139CAPSU0000000000,EFAVIRENZ 100 mg CAPSULE,EFAVIRENZ,EFA00,,0,CAPSULE,CAPSU,100 mg,139,,0,,,,,,0,,,,
EFA000000000139TAB490000000000,EFAVIRENZ 100 mg TABLET,EFAVIRENZ,EFA00,,0,TABLET,TAB49,100 mg,139,,0,,,,,,0,,,,
EFA000000000004CAPSU0000000000,EFAVIRENZ 200 mg CAPSULE,EFAVIRENZ,EFA00,,0,CAPSULE,CAPSU,200 mg,4,,0,,,,,,0,,,,
EFA000000000004TAB490000000000,EFAVIRENZ 200 mg TABLET,EFAVIRENZ,EFA00,,0,TABLET,TAB49,200 mg,4,,0,,,,,,0,,,,
